night_date,n_hours,err,err_mw,a_share,f_share,wb,cum_cold_h,season,month,doy,dow,holiday,below,dist,campaign_start,campaign_night2
2023-12-05,11,0.0964477103735745,12.166545454545444,5.093084074009938,4.996636363636363,-5.891931101174638,388.0,2023,12,339,1,0,1,-3.891931101174638,0,1
2023-12-06,11,-0.007130238571294356,-6.522818181818169,4.971415215974161,4.978545454545455,-10.872059686475,412.0,2023,12,340,2,0,1,-8.872059686475,0,0
2023-12-07,11,-0.05003290329423426,-2.0796363636363613,4.906058005796675,4.95609090909091,-6.282302717710085,436.0,2023,12,341,3,0,1,-4.282302717710085,0,0
2023-12-08,11,-0.21401596743385934,-37.64818181818182,4.594165850747959,4.808181818181819,-1.4162229739949395,459.0,2023,12,342,4,0,0,0.5837770260050605,0,0
2023-12-09,11,-0.0842086500962408,-25.011818181818203,4.68570044081285,4.769909090909091,3.5811248394466846,462.0,2023,12,343,5,0,0,5.581124839446685,0,0
2023-12-10,11,-0.007264134599106162,-2.751636363636351,4.9040085926736205,4.911272727272728,1.1776726991249917,462.0,2023,12,344,6,0,0,3.177672699124992,0,0
2023-12-11,11,0.169370241889395,25.460636363636354,5.071188423707577,4.901818181818182,-5.463946045906838,463.0,2023,12,345,0,0,1,-3.4639460459068383,1,0
2023-12-12,11,0.07051261061057308,10.074363636363644,4.9627853378833,4.8922727272727276,-2.8933292435049007,487.0,2023,12,346,1,0,1,-0.8933292435049007,0,1
2023-12-13,11,0.25040603550694074,32.52718181818182,5.231769671870577,4.981363636363636,-9.407665637288344,511.0,2023,12,347,2,0,1,-7.4076656372883445,0,0
2023-12-14,11,0.2339579242559811,30.107000000000014,4.986957924255981,4.753,-3.4362870833607504,535.0,2023,12,348,3,0,1,-1.4362870833607504,0,0
2023-12-15,11,-0.0728979440431146,-17.712181818181822,4.7201929650477945,4.7930909090909095,1.0339102515678709,544.0,2023,12,349,4,0,0,3.033910251567871,0,0
2023-12-16,11,-0.03402619768138921,-9.47018181818183,4.817519256864066,4.851545454545454,-0.9767957651191982,544.0,2023,12,350,5,0,0,1.0232042348808017,0,0
2023-12-17,11,0.05085549687883229,0.40209090909091444,4.8067645877879235,4.755909090909091,6.684806565880354,544.0,2023,12,351,6,0,0,8.684806565880354,0,0
2023-12-18,11,0.400292056509317,12.30945454545453,5.129292056509317,4.729,1.0682253786953746,544.0,2023,12,352,0,0,0,3.0682253786953746,0,0
2023-12-19,11,0.43719968583325547,47.01081818181817,5.31474514037871,4.877545454545454,-7.144822830791133,552.0,2023,12,353,1,0,1,-5.144822830791133,1,0
2023-12-20,11,0.24842363865114903,26.208818181818174,5.152060002287513,4.903636363636363,-6.422639288792974,576.0,2023,12,354,2,0,1,-4.422639288792974,0,1
2023-12-21,11,0.09218880293754877,16.22318181818181,5.0450978938466395,4.952909090909091,-12.971713773963607,600.0,2023,12,355,3,1,1,-10.971713773963607,0,0
2023-12-22,11,-0.1122814292747988,-5.999545454545455,4.876173116179746,4.9884545454545455,-9.285086152593871,624.0,2023,12,356,4,1,1,-7.2850861525938715,0,0
2023-12-23,11,-0.0439541786054897,-9.880272727272738,4.671409457758147,4.715363636363636,-1.6753658789861026,648.0,2023,12,357,5,1,0,0.32463412101389744,0,0
2023-12-25,11,-0.18220040324959363,-32.61881818181819,4.635072324023134,4.817272727272727,1.3299589789924766,652.0,2023,12,359,0,1,0,3.329958978992477,0,0
2023-12-26,11,-0.09452569445362742,-20.419818181818197,4.609383396455463,4.70390909090909,4.473770920688347,652.0,2023,12,360,1,1,0,6.473770920688347,0,0
